Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-03-23, whether 60 democrats voted against coronavirus stimulus bill ,United States, Facebook, LeadStories,false,0
2020-03-23, russian president putin released 500 lions onto the streets to keep people indoors ,United States, Facebook, LeadStories,false,0
2020-03-23, getting a flu shot increases the risk of coronavirus by 36 ,United States, www.drsergegregoire.com/, LeadStories,false,0
2020-03-23, president trump refers to the coronavirus as a hoax in an audio clip ,United States, Twitter, LeadStories,false,0
2020-03-23, this wagon bears the inscription covid19 ,Europe, Facebook, AFP,false,0
2020-03-23, multiple posts on facebook and twitter claim the who has warned against eating cabbage during the novel coronavirus pandemic ,India," Facebook, Twitter", AFP,false,0
2020-03-23, image of the people who died of coronavirus in italy ,India, Many social media platforms, Factly,false,0
2020-03-23, russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak ,India, WhatsApp, Newschecker,false,0
2020-03-23, a whatsapp forward claimed that a vaccine for coronavirus has been discovered it also claims that the treatment for coronavirus is mentioned in indias intermediate zoology book the viral forward reads it is not a new disease as it is already mentioned in the intermediate zoology book along with its treatment it happens sometimes that many great scientists and doctors do not focus on lesserknown books as they are mostly busy with famous books book name,India, WhatsApp, Newschecker,misleading,0
2020-03-23, italys prime minister giuseppe conte broke down publicly due to the ongoing coronavirus pandemic ,India, WhatsApp, Newschecker,false,0
2020-03-23, a whatsapp forward claims that the covid19 vaccine is ready was announced by us president donald trump and will be launched next sunday it also claims that the vaccine discovered by the us scientists can cure a covid19 infected patient within 3 hours with the whatsapp forward the alleged image of the vaccine is also being shared ,India, WhatsApp, Newschecker,false,0
2020-03-23, russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses ,India," Facebook, Twitter", The Quint,false,0
2020-03-23, russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak ,India, WhatsApp, Newschecker,false,0
2020-03-23, who has said do not eat cabbage as it will increase the chance of coronavirus infection ,India, Facebook, India Today,mostly false,0
2020-03-23, lions were released on russian streets by vladimir putin to force people inside ,India, Twitter, India Today,mostly false,0
2020-03-23, vaccines to cure covid19 are ready ,India, Facebook, India Today,mostly false,0
2020-03-23, italian pm broke down over coronavirus deaths in his country ,India, Website, India Today,mostly false,0
2020-03-23, a whatsapp forward has gone viral which claimed that a vaccine for coronavirus has been discovered the viral forward also claims that the treatment for coronavirus is mentioned in indias intermediate zoology book ,India, WhatsApp, Newschecker,misleading/false,0
2020-03-23, a whatsapp forward has gone viral which claimed that a vaccine for coronavirus has been discovered the viral forward also claims that the treatment for coronavirus is mentioned in indias intermediate zoology book the viral forward reads it is not a new disease as it is already mentioned in the intermediate zoology book along with its treatment it happens sometimes that many great scientists and doctors do not focus on lesserknown books as they are mostly busy with famous books book name,India, WhatsApp, Newschecker,misleading/false,0
2020-03-23, coronavirus will be cured within 2 hours by drinking bitter gourd juice ,India, WhatsApp, Newschecker,false,0
2020-03-23, image attributed to italian prime minister suggesting italy has lost control ,India, Facebook, BOOM FactCheck,false,0
2020-03-23, russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak ,India, Twitter, Newschecker,false,0
2020-03-23, vladimir putin let lions loose in the streets of russia to keep them indoors amid covid19 ,India, Twitter, BOOM FactCheck,false,0
2020-03-23, italian police are being brutal on people not following lockdowns india should follow ,India, Twitter, BOOM FactCheck,false,0
2020-03-23, a video of former iraqi dictator saddam hussein has been shared repeatedly on facebook twitter and instagram alongside a claim it shows him stating the us threatened to spread the novel coronavirus in iraq during a meeting in the 1990s ,India, Facebook, AFP,false,0
2020-03-23, covid19 patients will not show symptoms for the first 14 days ,India, Many social media platforms, Factly,false,0
2020-03-23, video of the current situation in italy due to coronavirus ,India, Many social media platforms, Factly,false,0
2020-03-23, video of canada pm justin trudeaus wife pleading for people to take covid19 seriously ,India, Many social media platforms, Factly,false,0
2020-03-23, the russian president putin has left 800 lions outside to make people stay in their homes ,India, Many social media platforms, Factly,false,0
2020-03-23, photo of the prime minister of italy crying and expressing his helplessness that he couldnt save coronavirus patients in italy ,India, Many social media platforms, Factly,false,0
2020-03-23, photo of a vaccine developed by us scientists for covid19 ,India, Many social media platforms, Factly,false,0
2020-03-23, hold your breath for 10 seconds to check if you have the coronavirus ,India, Facebook, India Today,false,0
2020-03-23, dr naresh trehan has said that the indian government is going to declare a national emergency ,India, Facebook, India Today,false,0
2020-03-23, a photo has been shared in multiple posts on facebook and twitter alongside a claim it shows the bodies of people who died in italy after they became infected with the novel coronavirus covid19 ,India, Facebook, AFP,false,0
2020-03-23, american scientists have developed a cure for the coronavirus ,India," Facebook, Twitter", FactCrescendo,false,0
2020-03-23, the video shows muslims licking plates and spoons to spread the coronavirus ,India, Many social media platforms, Factly,false,0
2020-03-23, coronavirus has gripped italy and nobody is willing to carry corpses off italys streets ,India, Many social media platforms, BOOM FactCheck,false,0
2020-03-23, social media posts attribute a list of points about the novel coronavirus to johns hopkins a leading source of information on the virus ,United States, FB, AFP,false,0
2020-03-23,coronavirus coronavirusoutbreak a universal basic income could be just a starting point for the modi government in india where covid19 cases are rising every day ,India,IndiaToday,,true,1
2020-03-23,415 confirmed cases reported so far 23 patients discharged 7 deaths reported lav agarwal joint secretary health ministry more on and ndtv 24x7 covid19india coronaviruspandemic coronavirusoutbreak,India,NDTV,,true,1
2020-03-23,centre to announce bailout package to soften covid19 blow sources ndtvnewsbeeps ,India,NDTV,,true,1
2020-03-23,risen to call of humanity pms shoutout to air india amid covid19 ops ,India,NDTV,,true,1
2020-03-23,why so much time taken at time of pandemic sena on covid19 lockdown ,India,NDTV,,true,1
2020-03-23,indias 8th covid19 death in bengal man had no travel history sources ndtvnewsbeeps ,India,NDTV,,true,1
2020-03-23,watch indias 8th covid19 death in bengal man had no travel history sources coronavirusupdate coronaviruspandemic read here ,India,NDTV,,true,1
2020-03-23,indianorigin uk quiz master slams reports that he has covid19 ,India,NDTV,,true,1
2020-03-23,loss of smell could be a covid19 symptom say french scientists ,India,NDTV,,true,1
2020-03-23,indias health sector ready for covid19 challenge watch 6pmprime with coronavirusoutbreak ,India,IndiaToday,,true,1
2020-03-23,combating covid19 global economic challenge and can markets cope with covid19 watch newstrack with ,India,IndiaToday,,true,1
2020-03-23,icmrs covid19 task force recommends hydroxychloroquine for highrisk cases dr sudhir bhandari sms medical college hospital shares the importance of this drug watch indiafirst with covid19 stayhome coronaviruscrisis live ,India,IndiaToday,,true,1
2020-03-23,afwafactcheck a picture showing a hall full of coffins has gone viral on social media with the claim that these are the coffins of covid19 patients who died in a single day in italy ,India,IndiaToday,,true,1
2020-03-23,the sitin protest on morland road against caa nrc and npr has been temporarily called off in the wake of covid19 coronavirusoutbreak ,India,IndiaToday,,true,1
2020-03-23,with 67 cases kerala has the second highest number of covid19 cases in india coronavirusoutbreak ,India,IndiaToday,,true,1
2020-03-23,centre to announce bailout package to soften covid19 blow sources ,India,NDTV,,true,1
2020-03-23,coronavirus what happens to peoples lungs if they get covid19 ,Europe,Guardian news,,true,1
2020-03-23,will government rescue package be enough for firms affected by covid19 ,Europe,BBC News (UK),,true,1
2020-03-23,parents urged not to send children to school because of covid19 ,Europe,BBC News (UK),,true,1
2020-03-23, germany refused to take any help from china ,Europe, RT Deutsch, Correctiv,false,0
2020-03-23, you should take high doses of vitamin d against covid19 children dont get sick because they lack the receptors for the virus to bond the coronavirus is an unnatural mutation it is not susceptible to temperatures which is why infections will not sink in summer the oldest patients will not be treated and left to die 5g harms the immune system ,Europe, WhatsApp, Correctiv,mostly false,0
2020-03-23, the french state gives more benefit to people who were unemployed before the covid19 than it does for people who are partially unemployed due to the coronavirus ,Europe, Facebook, Les Dcodeurs,false,0
2020-03-23, will lockdown cause a shortage of banknotes in atms ,Europe, Facebook, franceinfo,false,0
2020-03-23, tests results theft ban,Europe, Facebook, franceinfo,false,0
2020-03-23, governmental economic measures will allow unemployed people to earn 100 of their wage workers 70 and craftsmen 0 ,Europe, Facebook, AFP,false,0
2020-03-23, cristiano ronaldo converts hotels to coronavirus hospitals ,Europe," Danish website quoting Swedish tabloid, Twitter posts", TjekDet.dk,false,0
2020-03-23, high intensity workouts inhibit the immune system very intense workouts might reduce immune system efficiency but not fully documented ,Europe, Unnamed Danish doctor in a private group for young elite cyclists, TjekDet.dk,no evidence,0
2020-03-23, putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison ,Europe, Many social media platforms, Faktograf,false,0
2020-03-23, antibiotic invented in croatia cures coronavirus ,Europe, Media, Faktograf,false,0
2020-03-23, a whatsapp forward has gone viral which claimed that a vaccine for coronavirus has been discovered the viral forward also claims that the treatment for coronavirus is mentioned in indias intermediate zoology book ,India, WhatsApp, Newschecker,misleading,0
2020-03-23,coronavirus map how covid19 is spreading across the world ,Europe,Guardian news,,true,1
2020-03-23,12 laboratory chains have been registered and they have started functioning these 12 have 15000 collection centres across the country icmr directorgeneral balram bhargava more on and ndtv 24x7 covid19india coronaviruspandemic,India,NDTV,,true,1
2020-03-23, the who confirms covid19 is airborne and remains in the air for 8 hours ,India, Facebook, The Quint,misleading,0
2020-03-23,relianceindustrieslimited announced that it would set up indias first dedicated covid19 hospital special quarantine facilities import additional test kits and enhance production capacities to produce 100000 facemasks per day coronavirusoutbreak ,India,The Hindu,,true,1
2020-03-23,the patient had a travel history to italy and was tested positive for covid19 on march 21 coronavirusoutbreak ,India,The Hindu,,true,1
2020-03-23,covid19 lockdowns hits nrega workers hard coronavirusoutbreak,India,The Hindu,,true,1
2020-03-23,travel ban and measures control covid19 have reduced consumers in the urban and rural poultry farms the trend is prevalent across the country and more in south india on an average it causes a monthly loss of around 300 crore coronavirusoutbreak ,India,The Hindu,,true,1
2020-03-23,covid19 is a wakeup call to the entire health system and how it disregards the needs of those fighting diseases like tb coronavirusoutbreak tuberculosis ,India,The Hindu,,true,1
2020-03-23,four private laboratories thyrocare suburban diagnostics metropolis healthcare ltd and hn reliance foundation hospital have received approval from the indian council of medical research to carry out covid19 tests ,India,The Hindu,,true,1
2020-03-23,just in we have taken the decision to affect a lockdown because of the magnitude of the danger that covid19 poses to each one of us our families our children delhi chief minister arvindkejriwal reports coronavirusoutbreak,India,The Hindu,,true,1
2020-03-23,some of these medications are already used to treat other diseases and repurposing them to treat covid19 the illness caused by the coronavirus may be faster than trying to invent a new antiviral from scratch the scientists said ,United States,The New York Times,,true,1
2020-03-23, holding your breath for 10 seconds is a way to test for the coronavirus ,United States, TikTok, MediaWise,false,0
2020-03-24,goa under complete lockdown from midnight over covid19 chief minister ,India,NDTV,,true,1
2020-03-24,number of covid19 cases in india rises to 519 health ministry news agency pti coronavirusoutbreak coronaviruspandemic,India,NDTV,,true,1
2020-03-24,all meetings of parliamentary standing committees have been deferred indefinitely because of the lockdown to curb the spread of covid19 coronavirusoutbreak ,India,The Hindu,,true,1
2020-03-24,a section of the indian population is still not serious about the covid19 pandemic despite the growing number of cases each day according to an ongoing study of the impact of the outbreak on movie hallgoing behaviour coronaviruslockdown covid19india,India,The Hindu,,true,1
2020-03-24,as the death toll from covid19 touched 9 on monday the government announced a slew of measures including the suspension of all domestic flight operations until the end of march to slow down the spread of the novel coronavirus ,India,The Hindu,,true,1
2020-03-24,the mahatma gandhi national rural employment guarantee act scheme has been officially shut down in at least seven states while it is effectively closed in many more as covid19 lockdowns come into effect across the country ,India,The Hindu,,true,1
2020-03-24,over 25 fresh cases reported confirmed covid19 cases now at 524 coronavirus covid19 more updates on coronavirusinindia ,India,IndiaToday,,true,1
2020-03-24,manu dibango a saxophonist from cameroon whose 1972 hit soul makossa arrived at the dawn of the disco era on dance floors across the world died on tuesday at age 86 a statement on his facebook page said the cause was covid19 ,United States,The New York Times,,true,1
2020-03-24,covid19 doctors cautious over use of malaria drug as preventive ,India,The Hindu,,true,1
2020-03-24,he died because of other ailments like renal failure he had recovered from covid19 health minister rajesh tope coronavirus covid19 ,India,IndiaToday,,true,1
2020-03-24,rapid covid19 testing kits receive urgent approval from australian regulator ,Europe,Guardian news,,true,1
2020-03-24,covid19 advisory on travel and visa restrictions issued by the bureau of immigration coronavirus covid19 ,India,IndiaToday,,true,1
2020-03-24,love in the time of covid19 ,India,IndiaToday,,true,1
2020-03-24,decadesold drug in two australian trials related to covid19 but experts urge caution ,Europe,Guardian news,,true,1
2020-03-24,eurozone economic activity collapses amid covid19 outbreak business live ,Europe,Guardian news,,true,1
2020-03-24,covid19 economic rescue plans must be green say environmentalists ,Europe,Guardian news,,true,1
2020-03-24,trumps staff cuts have undermined covid19 containment efforts watchdog finds ,Europe,Guardian news,,true,1
2020-03-24,coronavirus what happens to peoples lungs if they get covid19 ,Europe,Guardian news,,true,1
2020-03-24,londons excel centre will be treating covid19 patients within days ,Europe,Guardian news,,true,1
2020-03-24,uk abortion law briefly changes during covid19 outbreak ,Europe,Guardian news,,true,1
2020-03-24,london underground packed as services cut to curb covid19 spread video ,Europe,Guardian news,,true,1
2020-03-24,inspiring to see people across india coming together despite being physically apart to applaud workers on the frontlines combatting covid19 acting assistant secretary of state for south and central asia coronavirus covid19 ,India,IndiaToday,,true,1
2020-03-24,opinion i probably have a mild to moderate case of covid19 i dont think i could survive worse ,United States,The Washington Post,,true,1
2020-03-24, deaths blamed on coronavirus are actually due to the flu ,United States, Facebook, LeadStories,false,0
2020-03-24, posts shared thousands of times on facebook claim to provide an emergency food stamp hotline ,United States, Facebook, AFP,false,0
2020-03-24, reserve bank of india rbi extended the year closing until 63020 ,India, Many social media platforms, Factly,false,0
2020-03-24, in the video the woman who is asking to take the coronavirus seriously is the wife of the prime minister of canada ,India, Many social media platforms, Factly,false,0
2020-03-24, look at the condition of a karimnagar person who is infected with the coronavirus ,India, Many social media platforms, Factly,false,0
2020-03-24, kerala has asked nabard for a loan of rs 20000 crore to deal with covid19 ,India, Many social media platforms, Factly,false,0
2020-03-24, video of italian police taking down a man who has come onto the streets despite a lockdown in the country ,India, Many social media platforms, Factly,false,0
2020-03-24, photo of the prime minister of italy crying and expressing his helplessness that he couldnt save coronavirus patients in italy ,India, Many social media platforms, Factly,false,0
2020-03-24, photos of italian man committing suicide after he lost his entire family to covid19 ,India, Many social media platforms, Factly,false,0
2020-03-24, iranian girl anahita hashemzadeh has contracted the coronavirus ,India, Many social media platforms, Factly,false,0
2020-03-24, a police commissioner from mumbai has asked essential services to be available at certain hours ,India, WhatsApp, BOOM FactCheck,false,0
2020-03-24, gargling with hot water cures coronavirus says a doctor from mumbais covid19 hospital ,India, Twitter, BOOM FactCheck,false,0
2020-03-24, pakistani dr usman riaz speaks about coronavirus before his death ,India, Facebook, The Quint,false,0
2020-03-24, new vaccine can help cure coronavirus in three hours ,India, WhatsApp, The Quint,false,0
2020-03-24, the bodies of people infected with coronavirus are lying on the road of italy no one is carrying them due to the risk of infection ,India," Twitter, WhatsApp", Newschecker,false,0
2020-03-24, woman burned her hands while putting on the stove due to high alcohol content in hand sanitizer ,India, Facebook, India Today,false,0
2020-03-24, according to a report by the who coronavirus lives the longest in the cabbage layer elsewhere the virus lives for 912 hours whereas in cabbage this virus lives for more than 30 hours people of all cities are requested not to eat cabbage ,India," Sharechat, Twitter", Newschecker,false,0
2020-03-24, justin trudeaus wife has released a video from her hospital bed ,India, Facebook, The Quint,false,0
2020-03-24, indian army has setup a 1000 bed quarantine facility in rajasthans barmer ,India, Facebook, The Quint,false,0
2020-03-24, an image is being shared on social media claiming this italian doctor couple in the picture worked day and night and saved the lives of 134 patients but on the eighth day they caught coronavirus and died after an hour ,India," Facebook, Twitter", Newschecker,false,0
2020-03-24, tea can cure covid19 patients as suggested by chinas whistleblower doctor li wenliang the news was published by cnn ,India, Facebook, India Today,mostly false,0
2020-03-24, the viral image is of a doctor couple in italy who gave their lives treating coronavirus patients ,India, Facebook, India Today,mostly false,0
2020-03-24, tokyo olympics logo has been redesigned on the theme of social distancing ,India, Facebook, India Today,mostly false,0
2020-03-24, gargling with hot water can prevent coronavirus infection ,India," Facebook, Twitter", The Quint,misleading,0
2020-03-24, tea can cure coronavirus ,India," Facebook, WhatsApp", The Quint,misleading,0
2020-03-24, coronavirus fear in germany results in large crowds outside a supermarket people are pushing each other to get into the store first for necessary supplies ,India, Twitter, Newschecker,misleading,0
2020-03-24, in hong kong people destroyed a 5g pole because of coronavirus ,Europe," Whatsapp, Website", Correctiv,false,0
2020-03-24, in china there is now also an outbreak of the hantavirus with a first recorded death ,Europe, Website, Correctiv,false,0
2020-03-24, former french health minister prevented the use of chloroquine to heal dying people of covid19 to harm infectologist didier raoult ,Europe, Many social media platforms, AFP,false,0
2020-03-24, an alarming text message signed claire magne a friend nurse ,Europe, Facebook, franceinfo,false,0
2020-03-24, president of italy crying because of the coronavirus pandemic ,India," Facebook, Twitter", The Quint,false,0
2020-03-24, schedules for the sale of milk newspapers grocery and medical stores have been issued by the mumbai police commissioner ,India, Facebook, India Today,false,0
2020-03-24, in india starting 32420 all grocery chemists and vegetable shops will be open from 900 am to 1130 am and 430 pm to 700 pm anybody found moving around after this or opening any kind of outlet will be detained by the police no home deliveries will be available ,India, Facebook, FactCrescendo,false,0
2020-03-24, an image shared on social media claims this italian doctor couple worked day and night and saved the lives of 134 patients but on the eighth day they contracted the coronavirus and died after an hour ,India," Facebook, Twitter", Newschecker,false,0
2020-03-24, new york governor andrew cuomo rejected buying the recommended 16000 ventilators in 2015 for a pandemic and established death panels and lotteries instead so he had a chance to buy in 2015 16000 ventilators at a very low price and he turned it down ,United States, Donald Trump, PolitiFact,false,0
2020-03-24, trump web ad usings misleading edits to create a false picture ,United States, YouTube, Washington Post Fact,two pinocchios,0
2020-03-24, says that under order from gov tony evers he and his eight children cant legally have dinner together anymore ,United States, Duey Stroebel, PolitiFact,partly true,0
2020-03-24, sarscov2 is spreading quickly from gas pumps shopping carts as well ,United States, Facebook, Science Feedback,partially correct,0
2020-03-24, says nancy pelosis coronavirus bill includes tax credits for solar and wind energy retirement plans for community newspaper employees 300 million for pbs climate change studies and more ,United States, Donald Trump, PolitiFact,mostly true,0
2020-03-24, russian president vladimir putin has ordered russias population to stay at home for 15 days or face five years in jail ,Europe, Facebook, Full Fact,false,0
2020-03-24, about 500 lions have been released on the streets of russia to stop people going out during the coronavirus pandemic ,Europe, Facebook, Full Fact,false,0
2020-03-24, the italian prime minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to god to rescue your people ,Europe, Facebook, Full Fact,false,0
2020-03-24, vibrations including those coming from emotions can kill the new coronavirus ,Europe, Facebook, VoxCheck,no evidence,0
2020-03-24, the new hantavirus is a deadly problem emerging in china there is no cure for it ,Europe, Media, VoxCheck,misleading,0
2020-03-24, a claim that the swedish hospitals were going to start using death forms to decide which patients to treat and which to send home to die without healthcare ,Europe, Samh??llsnytt, K??llkritikbyr?n,misleading,0
2020-03-24, andalusia proposes that students must repeat their classes not on march 26 ,Europe, WhatsApp, Newtral.es,false,0
2020-03-24, on 32220 the coronavirus contagion rate decreased for two consecutive days ,Europe, WhatsApp, Newtral.es,false,0
2020-03-24, a new law prohibits leaving the home after 3 pm in spain ,Europe, WhatsApp, Newtral.es,false,0
2020-03-24, a tank circulates through the streets of tudela navarre spain to combat covid19 ,Europe, Tweet, Newtral.es,false,0
2020-03-24, hospitals in madrid are removing artificial respirators from those admitted with coronaviruses older than 65 years for use by younger patients ,Europe," Twitter, WhatsApp", EFE Verifica,false,0
2020-03-24, cdc said that the coronavirus survived 17 days on the surface of a cruise ship ,Europe," Twitter , Media", Maldita.es,false,0
2020-03-24, president of the national assembly of serbia maja gojkovic claimed that according to the constitution parliament cannot be in session during the state of emergency ,Europe, Official webiste of the rulling party, Istinomer,false,0
2020-03-24, a post says that a vaccine for the new coronavirus will be available in a few days ,Europe, Facebook, Observador,false,0
2020-03-24, a post says that on 32220 793 people died in italy and included 232 kids ,Europe, Facebook, Observador,false,0
2020-03-24, claim that coronavirus is a false pandemic ,Europe, Website, Demagog,false,0
2020-03-24, the exhealth minister nikola todorov a lawyer by profession is a consultant of the current minister of health for expert advice and expertise in the field of epidemiology ,Europe, Media, Vistinomer,false,0
2020-03-24, the vaccine against covid19 is finally ready ,Europe, Facebook, Pagella Politica,false,0
2020-03-24, a photo showing the bodies of italian covid19 victims on a street ,Europe, Facebook, PesaCheck,false,0
2020-03-24, a list of 10 claims about the coronavirus allegedly from a doctor who worked in a hospital in shenzhen ,Europe, WhatsApp, TheJournal.ie,false,0
2020-03-24, a new vaccine to cure coronavirus has been developed by us scientists ,India, Facebook, Vishvas News,false,0
2020-03-24, a video of a woman reciting sanskrit verses has been viewed thousands of times on facebook and twitter alongside a claim that she was delivering sacred verses on a spanish radio station during the novel coronavirus pandemic ,India, Facebook, AFP,false,0
2020-03-24, image of the people who died of coronavirus in italy ,India, Many social media platforms, Factly,false,0
2020-03-24, an image shared on social media claims this italian doctor couple worked day and night and saved the lives of 134 patients but on the eighth day they contracted the coronavirus and died after an hour ,India," Facebook, Twitter", Newschecker,false,0
2020-03-24, you wont be charged a 135 euro fine if youre driving with several other persons in your car during the lockdown ,Europe, Facebook, franceinfo,false,0
2020-03-24, wisconsin governor tony evers is pushing firearm confiscation orders ,United States, Facebook, PolitiFact,false,0
2020-03-24, this photo shows nurses insulting french president emmanuel macron ,Europe, Twitter, franceinfo,false,0
2020-03-24, france found a vaccine for the coronavirus ,Europe, Facebook, AFP,false,0
2020-03-24, mosques and synagogues are the only holy places to be opened during french confinement ,Europe," Facebook, Twitter", AFP,false,0
2020-03-24, the names of coronavirus victims have been published online in media ,United States, Facebook, LeadStories,false,0
2020-03-24, posts shared thousands of times on facebook claim to provide an emergency food stamp hotline ,United States, Facebook, AFP,false,0
2020-03-24, facebook posts featuring a photo of ventilators in the us state of new york claim the devices are stuck in a warehouse ,United States, Facebook, AFP,false,0
2020-03-24, president donald trump will announce that a scientist finally found a vaccine to cure coronavirus ,United States, Bloggers, PolitiFact,false,0
2020-03-24, there is no coronavirus the chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient ,United States, Facebook, Science Feedback,false,0
2020-03-24, muammar gaddafi predicted they will create viruses and sell us the cures ,Europe, Many social media platforms, Faktograf,false,0
2020-03-24, italian prime minister admits italy is lost ,Europe, Many social media platforms, Faktograf,false,0
2020-03-24, facebook group encourages people to report if they are contaminated in order to help authorities authorities cannot use the data however ,Europe, Facebook user in group, TjekDet.dk,misleading,0
2020-03-24, denmark is not on the verge of a coronavirus epidemic ,Europe, Danish doctor Vibeke Manniche, TjekDet.dk,no evidence,0
2020-03-24, gargling with warm water and salt or vinegar eliminates the coronavirus ,United States, Facebook, Science Feedback,false,0
2020-03-25, a picture showing dead italian doctors in an operating theater after succumbing to covid19 ,Europe, Facebook, PesaCheck,false,0
2020-03-25, thanks to the halt imposed by the government to travel boats for covid19 a crocodile has shown up in venices canals ,Europe, Facebook, Pagella Politica,false,0
2020-03-25, the government has mandated by decree a salary cut for high public officials ,Europe, Facebook, Pagella Politica,false,0
2020-03-25, this news bulletin from 2015 proves that covid19 was created in a laboratory of wuhan ,Europe, A politician, Pagella Politica,false,0
2020-03-25, covid19 is a secret american weapon aimed for depopulation purposes ,Europe, Facebook, Demagog,false,0
2020-03-25, a message sent by whatsapp states that the ministry of defense of china has announced that it has successfully developed a vaccine against the new coronavirus which causes covid19 disease portugal would receive the first doses in a few days ,Europe, , Poligrafo,false,0
2020-03-25, the brazilian singer preta gil was infected with covid19 and performed to more than 320000 people ,Europe, Facebook, Observador,false,0
2020-03-25, several photographs published on facebook claim to portray coffins with victims of the new coronavirus in italy ,Europe, Facebook, Observador,false,0
2020-03-25, a message in an image claims that drinking coffee can help prevent the new coronavirus ,Europe, Facebook, Observador,false,0
2020-03-25, purchases of health products and health councils are taking advantage of the hook of the covid19 disease to sell online cures that are not endorsed by any official organization ,Europe, Many social media platforms, Maldita.es,explanatory,0
2020-03-25, an audio states that the worst coronavirus crisis in spain will start on 32920 ,Europe, WhatsApp, Maldita.es,explanatory,0
2020-03-25, a publication on facebook assures that it is confirmed that the spanish president and the three vice presidents are ill with covid19 and assures that the king must close the parliament dissolve the cortes and take political and military control of the country ,Europe, Facebook, Maldita.es,false,0
2020-03-25, from 23 march until the foreseeable future microsoft and sony will shut down their gaming servers during uk school hours ,Europe, Facebook, Full Fact,false,0
2020-03-25, leave objects in the sun to avoid contracting the coronavirus ,United States, Facebook, PolitiFact,false,0
2020-03-25, covid literally stands for chinese originated viral infectious disease ,United States, Viral image, PolitiFact,false,0
2020-03-25, if your child gets this virus theyre going to the hospital alone in a van with people they dont know to be with people they dont know you will be at home without them in their time of need ,United States, Viral image, PolitiFact,false,0
2020-03-25, children will be separated from parents for coronavirus treatment ,United States, Facebook, LeadStories,false,0
2020-03-25, congress included include a raise for themselves in the coronavirus stimulus package ,United States, beingtexan.com, LeadStories,false,0
2020-03-25, tanks are coming into us towns in advance for martial law ,United States, Facebook, LeadStories,false,0
2020-03-25, a photo of a couple locked in an intimate embrace with their face masks lowered has been shared in facebook posts that claim they were nurses who were treating covid19 patients in an italian hospital ,United States, Facebook, AFP,false,0
2020-03-25, a post shared thousands of times on facebook during the covid19 pandemic says disposable surgical masks should be worn colored side out if a person is sick ,United States, FB, AFP,false,0
2020-03-25, facebook user chase michael morris predicted coronavirus pandemic ,United States, facebook, LeadStories,false,0
2020-03-25, there has been a pandemic every 100 years ,United States, Facebook, MediaWise,false,0
2020-03-25, the university of barcelona will approve its students if classes are suspended for more than a month ,Europe, WhatsApp, Newtral.es,false,0
2020-03-25, drinking tea can help cure covid19 ,Europe, WhatsApp, TheJournal.ie,false,0
2020-03-25, the uk no longer considers covid19 a high consequence infectious disease ,Europe, Facebook/WhatsApp, TheJournal.ie,misleading,0
2020-03-25, video of people of italy saying goodbye to the world by standing outside a masjid in milan as they couldnt control the spread of covid19 sarscov2 virus ,India, Social Media, Factly,false,0
2020-03-25, a covid19 test in germany is 37 times cheaper than in croatia ,Europe, Many social media platforms, Faktograf,false,0
2020-03-25, people older than 60 are not given medical help in italy anymore ,Europe, Media, Faktograf,false,0
2020-03-25, chloroquine cures coronavirus ,Europe, Didier Raoult among others, TjekDet.dk,no evidence,0
2020-03-25, did an american die because he selfadministered chloroquine ,Europe, Twitter, franceinfo,misleading,0
2020-03-25, countries that use nivaquine chloroquine against malaria are not affected by coronavirus ,Europe, Facebook, AFP,mostly false,0
2020-03-25, in france the state pays 46 billions a year for its army but only 1 billion for its inhabitants health ,Europe, Facebook, Les Dcodeurs,false,0
2020-03-25, the internet can crash because of a lockdown ,Europe, Twitter, franceinfo,false,0
2020-03-25, mosquitoes can spread the coronavirus ,Europe, Twitter, franceinfo,false,0
2020-03-25, russia helped italy which was left alone by its partners during the coronavirus crisis ,Europe, Various media outlets, FactCheck Georgia,misleading,0
2020-03-25, while coronavirus tests in other countries are conducted for free or at nominal charges in india it costs rs 4500 ,India, Facebook, India Today,mostly false,0
2020-03-25, image of police punishing people in indian state of assam for violating the curfew ,India, Facebook, The Quint,partly true,0
2020-03-25, pakistans leading scholar mufti naeem suffers from coronavirus a few days ago he refused to close madrasas and mosques ,India, Twitter, Newschecker,false,0
2020-03-25, indian singer kanika kapoor met prince charles after which he tested positive for coronavirus ,India, Facebook, The Quint,false,0
2020-03-25, italian doctor couple diagnosed with coronavirus ,India, Facebook, The Quint,false,0
2020-03-25, indian government snooping messages over social media and all social media platforms will be monitored for covid19 messages ,India, WhatsApp, BOOM FactCheck,false,0
2020-03-25, pakistani doctor osama riazs last message for you while taking his last breath ,India," Facebook, Twitter", BOOM FactCheck,false,0
2020-03-25, last photo of indonesian doctor hadio ali standing away from his family before he passed away from covid19 ,India, Twitter, BOOM FactCheck,false,0
2020-03-25, streaming apps netflix and amazon prime give free subscriptions during covid19 outbreak in india ,India, WhatsApp, BOOM FactCheck,false,0
