,Date Posted,Text,Label
1288,4/15/20,malaysia minister says india cleared drug sale in covid-19 fight report ,1
1289,4/15/20,all 6 metros other major cities marked red in centres covid-19 list ,1
1290,4/15/20,coronavirus 6 indian companies working on covid19 vaccine say experts ,1
1291,4/15/20,coronavirus - patients allegedly assault abuse doctors at delhi covid19 hospital ,1
1292,4/15/20,lockdowns should be lifted in two-week stages to stem covid-19 spread - who ,1
1293,4/15/20,britain was too slow to act on covid-19 opposition labour leader says ,1
1294,4/15/20,uk hospital covid-19 death toll rises by 761 to 12868 ,1
1295,4/15/20,hard to say why covid-19 cases not levelling off at same rate across britain - science adviser ,1
1296,4/15/20,uk hospital covid-19 death toll rises by 761 to 12868 ,1
1297,4/15/20,lockdowns should be lifted in two-week stages to stem covid-19 spread who ,1
1298,4/15/20,the need of the hour is universal testing for covid-19 and providing personal protection equipment along with testing kits senior congress leader m veerappa moily said covid19 lockdown ,1
1299,4/15/20,in an e-mail interview professor shyam sundar speaks in detail about the impact of the covid-19 lockdown and on migrant and organised labour covid19 migrantlabour lockdown ,1
1300,4/15/20,sri lankas military is playing many roles in the covid-19 battle from contact-tracing to running quarantine centres ,1
1301,4/15/20,personal protective equipment or ppe is crucial to keep healthcare workers on the covid-19 pandemics frontline safe covid19 ppe ,1
1302,4/15/20,an association of planters has estimated that assams tea industry would end up losing at least ¹1218 crore due to the impact of the covid-19 lockdown assam tea covid19 ,1
1303,4/15/20,an incentive for wage payment during covid-19 pandemic says ministry covid19 labourministry ,1
1304,4/15/20,in an e-mail interview professor shyam sundar speaks in detail about the impact of the covid-19 lockdown and on migrant and organised labour covid19 migrantlabour lockdown ,1
1305,4/15/20,immunisation of children and programmes pertaining to reproductive and child health have taken a back seat as health workers are busy with covid-19 related duties covid19 childhealth ,1
1306,4/15/20,frontline healthcare workers involved in covid-19 containment measures say they are working without adequate safety gear covid19 healthcare ,1
1307,4/15/20,india on wednesday refused to criticise the united states defunding of the world health organisation who saying that it was currently occupied with the domestic campaign to defeat the coronavirus covid-19 pandemic india usa who ,1
1308,4/15/20,an association of planters has estimated that assams tea industry would end up losing at least ¹1218 crore due to the impact of the covid-19 lockdown assam tea covid19 ,1
1309,4/15/20,just in death toll due to covid-19 rises to 392 cases climb to 11933 health ministry pti covid19 india coronavirusoutbreakindia ,1
1310,4/15/20,just in the tally of covid-19 cases climbed to 937 in madhya pradesh on wednesday as many as 64 persons have overcome the illness and 53 died of it in the state so far reports madhyapradesh covid19,1
1311,4/15/20,just in indian begins export of major farm products amid covid-19 lockdown govt pti covid19 lockdown,1
1312,4/15/20,just in two deaths and 17 new covid-19 cases were reported in delhi on wednesday taking the total number of deaths to 32 and cases to 1578 according to a daily bulletin released by the delhi government - covid19 delhi,1
1313,4/15/20,2/2 tells us agency to stop giving indias national fight against covid religious colour,1
1314,4/15/20,just in with 71 covid-19 positive cases detected in rajasthan today the states tally of patients goes up to 1076 a total of 147 of them have been cured and 74 discharged according to medical & health department rajasthan covid19india,1
1315,4/15/20,three persons including two women of 35 and 25 years old are tested positive in nalanda district while a 60 year old mans sample tested covid-19 positive in munger district,1
1316,4/15/20,just in two people die of covid-19 in tamil nadu 38 more test positivetotal cases rise to 1242tamil nadu health minister c vijayabaskar pti tamilnadu covid19india,1
1317,4/15/20,just in with four new cases of covid-19 positive cases detected in bihar the total number in the state goes upto 70 reports bihar covid19,1
1318,4/15/20,just in rajasthan government launches a whatsapp chatbot to help and assist the citizens against the covid-19 pandemic rajasthan covid19 ,1
1319,4/15/20,a family of 3 gets sick with covid-19 symptoms who has it dr lisa sanders explores for ,1
1320,4/15/20,live updates covid-19 deaths pass 500 in washington region ,1
1321,4/15/20,airlines besieged in covid19 era fail to refund passengers as required lawsuits say ,1
1322,4/15/20,they werent close but new yorkers death from covid19 hit trump hard ,1
1323,4/16/20,easyjet to keep middle seat on planes empty to allow for social distancing once covid-19 lockdown has been lifted ,1
1324,4/16/20,homeless & meal service providers you have an important role in slowing the spread of covid19 see guidance on preparing for & handling a covid-19 outbreak ,1
1325,4/16/20,do you think you may have covid19 monitor your symptoms and call ahead before visiting your doctor most people who get covid-19 can take care of themselves at home take precautions to protect yourself and others around you see more ,1
1326,4/16/20,less than half uks covid-19 testing capacity being used figures show ,1
1327,4/16/20,margaret atwood covid-19 lockdown is not a dystopia ,1
1328,4/16/20,exclusive dr ,1
1329,4/16/20,ipl 2020 suspended until further notice due to covid-19 pandemic ,1
1330,4/16/20,if the situation doesnt improve restive migrants could soon become a bigger worry than covid-19 indiatodaymagazine indiatodayinsight ,1
1331,4/16/20,with comprehensive testing holding key to controlling coronavirus india also received the much-awaited five lakh rapid covid-19 testing kits from china on thursday the government said ,1
1332,4/16/20,at 2919 maharashtra has highest number of covid-19 cases coronavirusindia ,1
1333,4/16/20,if a conjunctivitis patient has fever or respiratory difficulties it could be covid-19 coronavirus covid19 ,1
1334,4/16/20,scientist physician & author dr full video of the interview - ttp with ,1
1335,4/16/20,coronaviruscrisis group of ministers to meet tomorrow over covid-19 fight india todays ttp live at ,1
1336,4/16/20,coronaviruscrisis where does india stand today in its fight against covid-19 take a look newstoday live at ,1
1337,4/16/20,coronaviruscrisis take a look at the trajectory of covid-19 cases in some of the key indian states newstrack with ,1
1338,4/16/20,coronaviruscrisis can the economy survive covid-19 is the world looking at recession heres what nipfp director rathin roy ,1
1339,4/16/20,uk faces extremely large hit from covid-19 boes tenreyro warns ,1
1340,4/16/20,europe covid-19 cases almost at one million coming weeks critical - who ,1
1341,4/16/20,britains retail spending slumped by more than a quarter during the first two weeks of lockdown measures to slow the spread of the coronavirus the british retail consortium said in the clearest sign so far of covid-19s economic hit ,1
1342,4/16/20,according to imf pakistans budget deficit that in the pre-covid-19 situation had been projected at 73% of gdp may increase to 92% ,1
1343,4/16/20,kapilsibal in a tweet said our people ready to support governmentgovernment must also be ready to support people not by lathi charges not by bhashans but by rations and cash for survival covid19,1
1344,4/16/20,here is a collection of all the cartoons by our cartoonist also let us know your thoughts in comment below ,1
1345,4/16/20,taking a swipe at rahulgandhi over his statement that lockdown is not a solution to containing coronavirus the bjp on thursday asked the congress as to why states where his party is in power extended it before the central government did so covid19,1
1346,4/16/20,nearly one in five districts in india is a hotspot the health ministry said a day that saw at least 1036 covid-19 infections ,1
1347,4/16/20,the couple who have no home used to travel by bus to sell candy in various localities but since the lockdown they have had no income covid19,1
1348,4/16/20,colleges should not demand fee payments from students until the ongoing covid-19 lockdown is lifted the all india council for technical education said ,1
1349,4/16/20,the spread of the pandemic has reduced due to the efforts of the government the chief minister said but added that covid19 continued to be a major challenge for tamilnadu ,1
1350,4/16/20,the unitedstates posted nearly 2600 additional deaths from covid-19 in 24 hours a new record and the heaviest daily toll of any country johns hopkins university said ,1
1351,4/16/20,there is no evidence so far about the impact of weather on the spread of covid19 ministry updates ,1
1352,4/16/20,claiming that lockdown is only a pause button and not a solution rahulgandhi warned that the virus would spread again once the lockdown is removed covid19,1
1353,4/16/20,the ongoing lockdown complicated things as srinagar is among the 170 hotspots districts identified by the union health ministry many covid19 cases have been reported here ,1
1354,4/16/20,chinese president xijinping warned the public on the seventh day january 20 but by that time more than 3000 people had been infected during almost a week of public silence covid19,1
1355,4/16/20,the lockdown seems to have impacted maoists too a group of extremists is reported to be stranded in the forests of erstwhile composite adilabad district not able to return to their neighbouring maharashtra thanks to the increased vigil covid19,1
1356,4/16/20,data kerala had the most number of covid-19 cases 20 days back but reported only one new positive case on wednesday ,1
1357,4/16/20,pm should provide funds for the states the speed with which money should reach states is not reaching we are going to face food shortage give food to the poor put money in the accounts of the 20 per cent poorest families says rahulgandhi through zoom conference covid19,1
1358,4/16/20,a video-conference meeting was held with who officials for better coordination at the ground level health ministry covid19,1
1359,4/16/20,to fight covid19 virus our main force lies with the state and the district level my suggestion is that the level should be bottom up and not top down pm should empower the cms and district level authorities rahulgandhi,1
1360,4/16/20,in opinion maria repnikova writes the governments handling of the covid-19 crisis has revealed just how agile chinas propaganda operations really are they are interactive and they readily engage with public opinion  the better to co-opt it ,1
1361,4/16/20,in opinion ,1
1362,4/16/20,which deaths count toward the covid19 death toll it depends on the state ,1
1363,4/17/20,the overall goal is to be as transparent as possible health secretary matt hancock says the government has daily reports of deaths from covid-19 the data of deaths of people who have covid-19 and die outside of hospital takes longer to collect ,1
1364,4/17/20,uber driver dies from covid-19 after hiding it over fear of eviction ,1
1365,4/17/20,singapores cramped migrant worker dorms hide covid-19 surge risk ,1
1366,4/17/20,png scrambles to contain covid-19 as prime minister tested for virus ,1
1367,4/17/20,no 10 denies covid-19 lockdown exit plans in limbo in pms absence ,1
1368,4/17/20,china economy shrinks for first time as wuhan covid-19 death toll is increased by 1300 ,1
1369,4/17/20,nhs nurse gets round of applause after recovering from covid-19  video ,1
1370,4/17/20,english councils set for £1bn bailout as costs of covid-19 hit them hard ,1
1371,4/17/20,life but not as they knew it iss crew return to earth transformed by covid-19 ,1
1372,4/17/20,uk coronavirus live help for englands fishing industry as covid-19 bites ,1
1373,4/17/20,coronaviruscrisis megahalaya hcs direction came after a doctor the 1st covid-19 fatality in the state was buried a day after his death due to protests ,1
1374,4/17/20,coronaviruscrisis 56 new covid-19 cases in tamilnadu 14 reported in j&k coronavirus in india live updates - ,1
1375,4/17/20,a look at five major covid-19 developments itvideo firstup ,1
1376,4/17/20,group of ministers meeting on covid-19 begins health minister harsh vardhan is chairing the meeting itvideo ,1
1377,4/17/20, itvideo ,1
1378,4/17/20,telangana woman waiting in line to collect rs 1500 covid aid from bank dies ,1
1379,4/17/20,in bihar 4 attacks in 24 hours on health workers at covid-19 hotspots ,1
1380,4/17/20,give maharashtra rs 25000 crore package to fight covid19 minister to centre ,1
1381,4/17/20,india covid-19 peak expected in may lockdown helped cut numbers sources ,1
1382,4/17/20,coronavirus - centre asks states to track down rohingya refugees over covid-19 concerns ,1
1383,4/17/20,centre to approve rs 10000 crore fund for small businesses hit by covid19 ,1
1384,4/17/20,ndtvtownhall dr siddharth mukherjee [,1
1385,4/17/20,uk scientists to make a million potential covid-19 vaccines before proof ,1
1386,4/17/20,gilead surges after report suggests covid-19 patients responding to remdesivir ,1
1387,4/17/20,usada adapts in covid-19 era with self-administered doping tests ,1
1388,4/17/20,britain expands covid-19 testing programme still more to do - health minister ,1
1389,4/17/20,deaths from covid-19 in uk care homes is higher than 2% - health minister ,1
1390,4/17/20,boes bailey orders banks to put their backs into it on covid-19 loans ,1
1391,4/17/20,the uks hospital death toll from covid-19 rose 847 to 14576 ,1
1392,4/17/20,a million doses of a potential covid-19 vaccine being developed by british scientists are already being manufactured and will be available by september even before trials prove whether the shot is effective the team said ,1
1393,4/17/20,orders have been issued notifying 50 afms hospitals as dedicated covid hospitals and mixed covid hospitals for isolation and treatment the defence ministry said ,1
1394,4/17/20,rohingya muslims and their contacts may need to be screened for covid-19 infection as some of them in telengana delhi punjab and jammu attended the tablighi jamaat event at nizamuddin in march ,1
1395,4/17/20,a petition has been filed in the supreme court for a direction to the government to conduct covid-19 tests among the tribal population living along the godavari river valley area ,1
1396,4/17/20,in a statement on friday the dmk president said it was due to the lies and deception of the tamil nadu governments actions that the state is facing such a crisis with covid19 stalin,1
1397,4/17/20,the patients were discharged after 14 days of treatment and will be under 14 days of house quarantine after their discharge covid19,1
1398,4/17/20,bjp state president kanna lakshminarayana has demanded the government publish a white paper on issues related to covid19 to clear doubts and apprehensions among the people ,1
1399,4/17/20,as indore grapples with a high fatality rate from covid-19 the city administration is surveying all residents for influenza-like illness and severe acute respiratory illness saris to check the spread of the novel coronavirus ,1
1400,4/17/20,covid-19 is on track to kill far more people in the united states this year than the seasonal flu but determining just how deadly the coronavirus will be is a key question for epidemiologists who expect waves of infection that could last into 2022 ,1
1401,4/17/20,opinion the dreamers are an essential part of our covid19 response ,1
1402,4/17/20,as officials plan to reopen the economy a key unknown remains how deadly is the coronavirus testing shortages and shaky data leave the covid19 death rate in murky territory ,1
1403,4/18/20,coronavirus ai steps up in battle against covid-19 ,1
1404,4/18/20,failure to record ethnicity of covid-19 victims a scandal says bma chief ,1
1405,4/18/20,dont bet on vaccine to protect us from covid-19 says world health expert ,1
1406,4/18/20,arcadia group may permanently shut down stores amid covid-19 crisis ,1
1407,4/18/20,the us must take urgent additional steps to prevent tens of millions of middle-class americans hit by the covid-19 pandemic from plunging into poverty an independent un human rights expert has said coronavirusoutbreak ,1
1408,4/18/20,singapore on saturday reported a record of 942 new covid-19 cases coronaviruscrisis covid19 world ,1
1409,4/18/20,the 78-year-old covid-19 patient from upscale defence colony has succumbed to the disease coronavirusoutbreak ,1
1410,4/18/20,delhi factions indiscretion has cost the country dear in spread of covid indiatodaymagazine indiatodayinsights ,1
1411,4/18/20,a group of migrated pakistani hindu doctors want to join indias covid-19 fight indiafightscorona coronaviruscrisis covid19 pakistan ,1
1412,4/18/20,these police personnel possibly came contact with covid-19 patients while performing their duty during lockdown maharashtra covid19 ,1
1413,4/18/20,covid-19 cases in gujarat breach 1200 mark indiafightscorona coronaviruscrisis covid19 ,1
1414,4/18/20,the delhi high court has declined to interfere with the centre and air indias decision to operate chartered flights to repatriate foreign nationals to their respective countries during the covid-19 pandemic travel flights indiafightscorona ,1
1415,4/18/20,csir along with gujarat-based pharma-giant cadila healthcare ltd would be working on mw vaccine for covid-19 coronavirusoutbreak ,1
1416,4/18/20,over 2100 new covid-19 cases reported in 24 hours indiafightscorona coronaviruscrisis covid19 ,1
1417,4/18/20,coronaviruscrisis health ministrys briefing on covid-19 situation in the country indiafightscorona ,1
1418,4/18/20,the west bengal government has decided to deploy armed police in parts of the state which have been identified as red zones- the areas where covid-19 is severe coronavirusoutbreak ,1
1419,4/18/20,with this a total of 12 covid-19 patients have been discharged from various hospitals in the state so far coronavirusoutbreak ,1
1420,4/18/20,best experts on covid-19 exclusive interviews and 360-degree analysis of the impact of coronavirus crisis that is why india today is ahead india today is no 1 indiatodayno1 promo ,1
1421,4/18/20,as tamilnadu continues to battle coronavirus india today visited a testing centre established in a covid hotspot zone in chennai itvideo ,1
1422,4/18/20,rajnath singh chairs covid-19 meet opening of activities discussed ,1
1423,4/18/20,singapore reports 942 new covid-19 cases in record daily jump ,1
1424,4/18/20,who unsure antibodies protect against covid little sign of herd immunity ,1
1425,4/18/20,gilead increases enrollment target for remdesivir trial in covid-19 patients ,1
1426,4/18/20,uk tells doctors to treat covid-19 patients without full-length gowns due to shortage - report ,1
1427,4/18/20,manmohan singh will head a consultative group of the congress on covid-19 ,1
1428,4/18/20,just in with one more covid19 positve case in bihar the total number goes up to 86 a 32 year old lady from patna has been detected as covid-19 positive case and admitted to aiims patna her contact trace is yet to be ascertained more updates ,1
1429,4/18/20,just in madhya pradesh recorded 92 new covid-19 cases on saturday taking the count to 1402 so far 69 patients have died of the disease and 127 recovered from it according to the state health bulletin more updates ,1
1430,4/18/20,raymond copeland raised 3 girls as a single father after their mother died his job with the nyc department of sanitation put him on the front lines as an essential employee he died from complications of covid-19 at 46 ,1
1431,4/18/20,immunity will become a societal advantage it will be a frightening schism dr david nabarro a who special envoy on covid-19 predicted those with antibodies will be able to travel and work and the rest will be discriminated against ,1
1432,4/18/20,an unexpected surge in covid-19 patients with kidney failure has left doctors facing new life-and-death calculations as demand for dialysis soars ,1
1433,4/18/20,first the numbers 146000  thats how many people on average were tested for the coronavirus each day in the us this month according to the covid tracking project 500000 to 700000  thats how many daily tests are needed to reopen by mid-may the harvard estimates say,1
1434,4/18/20,the coronavirus pandemic has turned peoples financial lives upside down so weve answered your most pressing personal finance questions on the economic fallout of covid19 ,1
1435,4/18/20,the coronavirus pandemic has turned peoples financial lives upside down so weve answered your most pressing personal finance questions on the economic fallout of covid19 ,1
1436,4/19/20,trump warns china over covid-19 outbreak as europe approaches 100000 deaths ,1
1437,4/19/20,florida endangered sea turtles thriving thanks to covid-19 restrictions ,1
1438,4/19/20,pga tour plans on using a million covid-19 test kits to complete season ,1
1439,4/19/20,impossible for uk to meet covid-19 testing targets scientists say ,1
1440,4/19/20,coronaviruspandemic covid-19 cases tally in agra reaches 241 ,1
1441,4/19/20,covid-19 does not see race or religion tweets pm active cases in goa drop to 0 coronavirus live updates ,1
1442,4/19/20,covid-19 tracker gujarat has pushed out rajasthan from the list of top 5 to become the fourth most affected state with 1376 confirmed cases diu read live updates ,1
1443,4/19/20,sonia gandhi has suggested a two-year ban on all govt advertising to media in the wake of covid-19 crisis we have opened the access to india today e-magazine from all your devices absolutely free to access your copy click indiatodaymagazine promo ,1
1444,4/19/20,niti aayog ceo amitabh kant says data gathered by aarogyasetu wont be used for any other purpose except covid-19 medical examination we have opened access to india today e-magazine from all your devices click to access your free indiatodaymagazine ,1
1445,4/19/20,keralas pandemic fighting skills and fabled healthcare system have helped it beat back covid-19 we have opened the access to india today e-magazine from all your devices absolutely free to access your copy click indiatodaymagazine promo ,1
1446,4/19/20,you know it i know it trump says china covid-19 deaths way ahead of us ,1
1447,4/19/20,38 patients from same place in third-biggest covid-19 hotspot in delhi read more here ,1
1448,4/19/20,robert vadra donates 60 covid protection kits to delhi medical school ,1
1449,4/19/20,covid-19 does not see race religion caste before striking pm modi read more here ,1
1450,4/19/20,covid-19 does not see race religion caste before striking pm modi ,1
1451,4/19/20,covid19 does not see race religion caste before striking pm modi ,1
1452,4/19/20,case filed after up hospitals ad says muslims must test for covid19 ,1
1453,4/19/20,manipur has no covid-19 positive case as of sunday chief minister ,1
1454,4/19/20,in a bid to spread awareness about the severity of the coronavirus pandemic police installs covid themed effigy in nagpur maharashtra ð¸ ani ,1
1455,4/19/20,uk reports 596 covid-19 deaths as total tops 16000 ,1
1456,4/19/20,facing an extended lockdown till may 3 owing to the covid-19 pandemic the supremecourt has informed that death penalty and family law cases will be heard through video-conferencing if the parties consent ,1
1457,4/19/20,lockdown as their token assistance to the needy during the lockdown over the covid-19 pandemic a family owning a market complex at odishas koraput district has done away with the monthly rent payable for april for all 38 shops in the complex ,1
1458,4/19/20,even as srilankas health authorities continue fighting covid-19 which has so far affected 269 persons the government and opposition parties have expressed conflicting views on holding poll during the raging global pandemic ,1
1459,4/19/20,kerala will gradually ease covid-19 lockdown restrictions in at least seven of its 14 districts from monday ,1
1460,4/19/20,the pil said irrespective of the mha order various landlords were forcing tenant students to pay full rent covid19 supremecourt,1
1461,4/19/20,data click the link below to track the total number of confirmed covid-19 cases and related deaths and the testing rates across states and uts ,1
1462,4/19/20,an auto driver who donated all his cash despite not having enough to eat has helped the police in an arunachalpradesh district add wheels to a community kitchen concept that has become the template for others to follow covid19,1
1463,4/19/20,in a major spike in covid-19 cases the icmr reported that a total of 16365 individuals have now been confirmed positive in the country ,1
1464,4/19/20,gujarat reported an increase of 277 new covid-19 cases the sharpest single day jump and 12 deaths taking the states total to 1376 cases and 53 deaths ,1
1465,4/19/20,just in two more positive cases of covid-19 detected in bihar from nalanda and buxar district a male and a female the total number of covid19 positive cases in bihar goes up to 89 - ,1
1466,4/19/20,nearly 60% of sailors from frances flagship aircraft carrier the charles de gaulle tested positive for covid-19 3 months later this has led to questions finger-pointing and investigations ,1
1467,4/19/20,covid-19 is arguably the leading cause of death in the us right now it has killed over 1800 americans almost every day since april 7  heart disease typically kills 1774 americans a day and cancer kills 1641 heres what experts say to expect next ,1
1468,4/19/20,the fda eased its rules and allowed antibody tests many made in china to be sold in the us without formal review the agency has since warned that some firms marketing antibody tests falsely claimed that they had federal approval or that they could diagnose covid-19 ,1
1469,4/19/20,denied a diploma april dunn made sure other students with disabilities had options she died of covid19 ,1
1470,4/19/20,what to know about being pregnant during the covid19 pandemic ,1
1471,4/20/20,india coronavirus should people pay for their own covid-19 tests ,1
1472,4/20/20,a further 449 people have died with covid-19 in the uk bringing the total number of deaths of those in hospitals with the virus to 16509 124743 people have tested positive for coronavirus ,1
1473,4/20/20,people have been awakened seeking covid-19 answers in wuhan ,1
1474,4/20/20,mexican criminal groups see covid-19 crisis as opportunity to gain more power ,1
1475,4/20/20,london death shines light on covid-19 threat to local shopworkers ,1
1476,4/20/20,scientists raise concerns about quality of uk covid-19 tests ,1
1477,4/20/20,fauci warns covid-19 cases could surge if stay-home orders lifted too quickly ,1
1478,4/20/20,who warns that few have developed antibodies to covid-19 ,1
1479,4/20/20,uk covid-19 furlough scheme opens to flood of claims ,1
1480,4/20/20,no way food safety not compromised us regulation rollbacks during covid-19 criticised ,1
1481,4/20/20,air pollution may be key contributor to covid-19 deaths  study ,1
1482,4/20/20,coronaviruscrisis 9 covid-19 patients died on monday taking the death toll in maharashtra to 232 indiafightscorona ,1
1483,4/20/20,coronaviruscrisis covid-19 death toll has risen to 559 and the number of cases has risen to 17656 across the country indiafightscorona ,1
1484,4/20/20,coronaviruscrisis the number of covid-19 cases now stood at 3090 in maharashtra indiafightscorona ,1
1485,4/20/20,coronaviruscrisis india fares better than most of the countries but there are some which did a much better job in handling the covid-19 outbreak diu by ,1
1486,4/20/20,indian steel demand is expected to plunge to multi-year lows in 2020 covid19india business ,1
1487,4/20/20,locals oppose burial of doctor who died due to covid19 protest outside cemetery india todays watch 5ivelive with ,1
1488,4/20/20,tamilnadu doctors die fighting covid-19 locals oppose their burial india todays 5ivelive with ,1
1489,4/20/20,indiatodayexclusive chennai residents oppose burial of dr simon who died of covid-19 his friend dr pradeep kumar narrates the emotional ordeal 7at7 with live at ,1
1490,4/20/20,covid-19 hospitals in kolkata are taking necessary precautions to avoid the transmission of coronavirus more videos ,1
1491,4/20/20,bengal pins covid-19 testing delays on defective kits from medical body ,1
1492,4/20/20,covid-19 kits supplied by icmr-niced defective west bengal government ,1
1493,4/20/20,covid-19 cases doubling rate slows to 75 days compared to 34 centre ,1
1494,4/20/20,80% covid-19 cases in india asymptomatic worrying top scientist to ndtv ,1
1495,4/20/20,dr sk sarin chairman delhi government covid panel on ,1
1496,4/20/20,odisha government organised a covid-19 rapid test camp for journalists and other frontline workers in bhubaneshwar today photos ani ,1
1497,4/20/20,watch our challenge is when someone becomes pre-symptomatic from asymptomatic dr sk sarin chairman delhi government covid-19 panel ,1
1498,4/20/20,novartis us regulators agree to malaria drug trial against covid-19 ,1
1499,4/20/20,prince philip breaks retirement silence to thank those fighting covid-19 ,1
1500,4/20/20,prince philip breaks retirement silence to thank those fighting covid-19 ,1
1501,4/20/20,englands covid-19 hospital death toll rises 429 to 14829 lowest rise in two weeks ,1
1502,4/20/20,podcast questions are being raised against who over its handling of the covid-19 pandemic also the us said it will cut its funding to the who is the criticism justified and where does the world body go from here listen to shashitharoors take ,1
1503,4/20/20,feeding monkeys during the covid-19 pandemic could have profoundly negative effects in the long-term such as helping the sars-cov-2 virus mutate and infect primates biologists say ,1
1504,4/20/20,confusion and chaos prevailed in the town as people started pouring in when the authorities relaxed the covid-19 lockdown restrictions on monday kerala coronavirus ,1
1505,4/20/20,mark zuckerberg writes for the post how data can aid the fight against covid19 ,1
1506,4/21/20,it could take years to work out why there are so many more deaths with no link to coronavirus says nick stripe of the ons people may be avoiding hospital or there could be underreporting of covid-19 deaths ,1
1507,4/21/20,uks first sikh a&e consultant dies at his hospital after covid-19 diagnosis ,1
1508,4/21/20,boy with covid-19 did not transmit disease to more than 170 contacts ,1
1509,4/21/20,us anti-lockdown rallies could cause surge in covid-19 cases experts warn ,1
1510,4/21/20,australias coronavirus victims covid-19 related deaths across the country ,1
1511,4/21/20,coronaviruspandemic the total number of covid-19 cases in bangladesh has reached 3382 ,1
1512,4/21/20,coronaviruscrisis maulana saad said most of the members who were quarantined did not have any infection and they tested negative for covid-19 ,1
1513,4/21/20,2 more gas tragedy victims die of covid-19 in bhopal latest coronavirus news ,1
1514,4/21/20,donald trump says will temporarily suspend immigration over covid-19 ,1
1515,4/21/20,covid19 updates from health ministry one stop solution ªï¸ ªï¸ accessible through any device ªï¸ 53 modules 29 training documents available ªï¸ all about covid-19 management,1
1516,4/21/20,covid-19 death toll in england 41% higher than early data suggested ons ,1
1517,4/21/20,covid hospitalisations starting to decline in london but not rest of uk ,1
1518,4/21/20,englands covid-19 hospital death toll rises 778 to 15607 ,1
1519,4/21/20,uks covid-19 death toll is far higher than daily figure data suggests ,1
1520,4/21/20,covid-19 death toll in england 41% higher than early data suggested ons ,1
1521,4/21/20,daily briefing oil shock 2020 - with covid-19 related lockdowns in most countries likely to be extended or at least maintained in some form physical demand for crude should remain low ,1
1522,4/21/20,the health ministry on tuesday issued guidelines for bringing home the remains of confirmed or suspected covid-19 patients covid19 healthministry ,1
1523,4/21/20,in order to tighten the covid-19 lockdown restrictions the police department has started using drones besides installing cctv cameras at malavalli in mandya distric karnataka covid19 ,1
1524,4/21/20,the covid-19 situation is especially serious in mumbai pune indore jaipur kolkata and a few other places in west bengal the home ministry said on april 20 covid19 homeministry ,1
1525,4/21/20,imran khan may be tested for the covid-19 or asked to go into isolation after meeting a well-known philanthropist who tested positive for the infection imrankhan pakistan covid19 ,1
1526,4/21/20,the trinamool congress has accused the central government of fighting the states while they are busy fighting covid-19 tmc covid19 ,1
1527,4/21/20,covid-19 is not different from how influenza viruses attack the body therefore the immune system has a predictable response to it covid19 coronavirus ,1
1528,4/21/20,in a bid to help companies keep their customers updated about business hours or services that have changed owing to covid-19 google has introduced new optimize features and some useful tips covid19 google ,1
1529,4/21/20,just in deaths due to covid-19 in west bengal have increased to 15 three more deaths have been reported in the last 24 hours total number of active cases are at 274 713 samples have been tested since yesterday covid19 westbengal - ,1
1530,4/21/20,just in the covid-19 death toll in up hit 21 on tuesday with three new deaths two in moradabad and one in aligarh as per the up directorate of health services reports uttarpradesh coronavirusinindia,1
1531,4/21/20,just in the tally of covid-19 positive persons in rajasthan increases to 1735 with the detection of 159 cases from 12 districts today the highest number of 72 patients were found in jaipur rajasthan covid19,1
1532,4/21/20,just in maharashtra reports yet another massive surge in covid-19 positive cases with 552 new cases in a single day taking the cumulative state tally to 5218 reports maharashtra coivd19,1
1533,4/21/20,just in a doctor tests positive for coronavirus in baramulla second such case since the outbreak of covid-19 in j&k officials at baramulla hospital - coronavirus jammuandkashmir,1
1534,4/21/20,just in 30 media persons mostly with the electronic media were tested for covid-19 by gurugram administration on tuesday tests were conducted with rapid test kits all samples tested negative - ,1
1535,4/21/20,many journalists who are working from the frontline are getting covid-19 we have decided to create a centre for the free testing of all journalists which will start functioning from tomorrow where they can go and get free tests done the chief minister said,1
1536,4/21/20,just in dharavi reports 12 new cases on tuesday including its 12th death so far the deceased is a 62 year-old man from mukund nagar a covid-19 hotspot reports dharavi covid19,1
1537,4/21/20,just in 13 more covid-19 positive cases in bihar were reported taking the states tally to 126 out of 13 four cases are from buxar one from patna and another rohtas district each and seven from munger district reports ,1
1538,4/21/20,the difference between official covid-19 deaths and the number of people who died beyond what would be expected in a typical year is particularly stark in countries that have been slow to acknowledge the scope of the virus ,1
1539,4/21/20,many thousands more people have died in europe this year compared with a normal year but deaths officially attributed to covid-19 account for just a fraction of the increase suggesting many more died from the virus than have been counted ,1
1540,4/21/20,the coronavirus is far deadlier than official numbers show a new york times analysis of 11 countries found that at least 28000 more people have died in the last month than is reflected in official covid-19 death counts for those nations ,1
1541,4/21/20,when brittainy newman had mild covid-19 symptoms her mother had to fight the instinct to be close in their shared new york apartment isolation is hard we are wired for connection ,1
1542,4/21/20,first california police officer killed by covid19 inspires kindness ,1
1543,4/21/20,covid-19 death toll passes 1000 in region as scripps national spelling bee is canceled ,1
1544,4/22/20,coronavirus facebook launches uk covid-19 symptom survey ,1
1545,4/22/20,a further 759 people have died in hospital in the uk with covid-19 taking the total to 18100 133495 people have tested positive for coronavirus ,1
1546,4/22/20,new covid-net data reported more than 6000 covid19 hospitalizations of these almost 2000 had race/ethnicity info when compared to residents in covid-net counties non-hispanic black people were disproportionately affected by covid-19 hospitalizations ,1
